,Unnamed: 0,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
4752,4752,x,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
4753,4753,x,y,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d,p
4754,4754,f,y,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
4755,4755,x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
4756,4756,x,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
4757,4757,f,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
4758,4758,f,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
4759,4759,x,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d,p
4760,4760,f,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
4761,4761,x,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
4762,4762,x,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d,p
4763,4763,x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
4764,4764,x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
4765,4765,x,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
4766,4766,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
4767,4767,f,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
4768,4768,f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
4769,4769,x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
4770,4770,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
4771,4771,x,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d,p
4772,4772,f,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
4773,4773,x,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
4774,4774,x,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d,p
4775,4775,f,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
4776,4776,f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
4777,4777,x,s,p,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4778,4778,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,p
4779,4779,x,s,p,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
4780,4780,x,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
4781,4781,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
4782,4782,x,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
4783,4783,f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,e
4784,4784,x,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
4785,4785,x,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
4786,4786,f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,g,p
4787,4787,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
4788,4788,f,y,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e
4789,4789,x,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
4790,4790,f,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
4791,4791,x,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p,p
4792,4792,f,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
4793,4793,f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
4794,4794,f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g,p
4795,4795,f,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
4796,4796,x,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,g,p
4797,4797,f,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
4798,4798,x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,g,p
4799,4799,f,f,g,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,n,y,d,e
4800,4800,x,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g,p
4801,4801,x,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
4802,4802,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g,p
4803,4803,f,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
4804,4804,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p
4805,4805,f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p
4806,4806,f,y,e,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
4807,4807,f,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
4808,4808,x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
4809,4809,f,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d,p
4810,4810,x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
4811,4811,f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
4812,4812,f,y,n,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
4813,4813,f,y,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g,p
4814,4814,k,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
4815,4815,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
4816,4816,f,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
4817,4817,x,y,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
4818,4818,f,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
4819,4819,f,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
4820,4820,f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,g,p
4821,4821,f,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
4822,4822,x,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g,p
4823,4823,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
4824,4824,x,y,e,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
4825,4825,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d,p
4826,4826,b,f,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
4827,4827,f,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p
4828,4828,x,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u,p
4829,4829,f,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
4830,4830,f,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
4831,4831,k,y,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4832,4832,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
4833,4833,f,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p,p
4834,4834,k,y,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
4835,4835,x,s,w,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
4836,4836,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
4837,4837,x,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p,p
4838,4838,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p
4839,4839,f,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
4840,4840,b,s,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
4841,4841,x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
4842,4842,f,y,e,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d,e
4843,4843,b,s,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
4844,4844,f,y,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
4845,4845,x,s,w,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g,p
4846,4846,k,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
4847,4847,x,y,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
4848,4848,f,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u,p
4849,4849,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
4850,4850,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,d,p
4851,4851,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
4852,4852,x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p,p
4853,4853,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d,p
4854,4854,x,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
4855,4855,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
4856,4856,x,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
4857,4857,f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
4858,4858,k,s,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
4859,4859,f,y,n,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
4860,4860,f,s,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
4861,4861,x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
4862,4862,f,f,g,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d,e
4863,4863,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
4864,4864,f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
4865,4865,x,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g,p
4866,4866,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
4867,4867,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
4868,4868,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
4869,4869,x,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
4870,4870,f,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p,p
4871,4871,f,y,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4872,4872,f,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,e
4873,4873,f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
4874,4874,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,p,p
4875,4875,f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
4876,4876,f,f,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e
4877,4877,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
4878,4878,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
4879,4879,f,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p,p
4880,4880,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d,p
4881,4881,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
4882,4882,b,y,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
4883,4883,f,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p,p
4884,4884,x,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
4885,4885,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p
4886,4886,x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
4887,4887,f,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
4888,4888,f,y,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
4889,4889,x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g,p
4890,4890,f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
4891,4891,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p,p
4892,4892,x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
4893,4893,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
4894,4894,x,f,g,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
4895,4895,x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
4896,4896,f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
4897,4897,f,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
4898,4898,x,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,e
4899,4899,f,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,e
4900,4900,x,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d,p
4901,4901,f,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
4902,4902,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g,p
4903,4903,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
4904,4904,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
4905,4905,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d,p
4906,4906,x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
4907,4907,f,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d,p
4908,4908,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,p
4909,4909,x,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
4910,4910,f,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
4911,4911,f,s,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
4912,4912,f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
4913,4913,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p,p
4914,4914,f,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
4915,4915,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,g,p
4916,4916,x,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,d,p
4917,4917,x,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p,p
4918,4918,x,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u,p
4919,4919,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
4920,4920,f,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
4921,4921,x,s,w,f,c,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d,p
4922,4922,f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
4923,4923,f,y,e,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d,e
4924,4924,x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p
4925,4925,x,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p,p
4926,4926,k,s,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4927,4927,f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
4928,4928,f,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
4929,4929,x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g,p
4930,4930,x,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
4931,4931,x,y,e,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
4932,4932,x,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p,p
4933,4933,x,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g,p
4934,4934,f,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
4935,4935,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
4936,4936,f,y,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p,p
4937,4937,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g,p
4938,4938,x,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
4939,4939,k,s,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
4940,4940,f,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
4941,4941,x,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
4942,4942,f,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
4943,4943,x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
4944,4944,f,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
4945,4945,k,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
4946,4946,f,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
4947,4947,x,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d,p
4948,4948,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
4949,4949,x,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
4950,4950,f,s,b,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u,p
4951,4951,f,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
4952,4952,f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,u,p
4953,4953,f,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
4954,4954,x,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
4955,4955,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
4956,4956,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,p
4957,4957,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p
4958,4958,x,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u,p
4959,4959,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,p,p
4960,4960,x,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
4961,4961,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g,p
4962,4962,f,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d,p
4963,4963,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
4964,4964,f,s,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
4965,4965,x,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
4966,4966,k,s,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4967,4967,f,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
4968,4968,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
4969,4969,x,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p,p
4970,4970,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
4971,4971,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d,p
4972,4972,x,f,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p,p
4973,4973,f,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
4974,4974,f,y,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
4975,4975,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
4976,4976,f,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
4977,4977,f,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g,p
4978,4978,x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
4979,4979,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
4980,4980,f,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g,p
4981,4981,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
4982,4982,x,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
4983,4983,x,y,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
4984,4984,f,y,u,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d,e
4985,4985,f,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g,p
4986,4986,x,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
4987,4987,x,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g,p
4988,4988,x,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
4989,4989,x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
4990,4990,f,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
4991,4991,x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d,p
4992,4992,x,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
4993,4993,f,s,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
4994,4994,f,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p,p
4995,4995,f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
4996,4996,x,s,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
4997,4997,f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
4998,4998,x,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d,p
4999,4999,x,y,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
5000,5000,f,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
5001,5001,x,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
5002,5002,b,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
5003,5003,f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
5004,5004,f,y,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d,p
5005,5005,f,y,u,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,e
5006,5006,x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
5007,5007,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
5008,5008,f,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
5009,5009,x,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
5010,5010,x,y,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
5011,5011,f,f,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p
5012,5012,x,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g,p
5013,5013,x,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
5014,5014,f,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p,p
5015,5015,k,s,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
5016,5016,f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
5017,5017,x,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
5018,5018,x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
5019,5019,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
5020,5020,f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u,p
5021,5021,x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
5022,5022,f,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,d,p
5023,5023,f,y,u,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,e
5024,5024,x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d,p
5025,5025,f,y,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d,p
5026,5026,x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g,p
5027,5027,x,f,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
5028,5028,x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u,p
